umbergerTotal_m0; umbergerTotal_m1; umbergerTotal_m2; umbergerTotal_m3; umbergerTotal_m4; umbergerTotal_m5 
0.00484100986159; 0.00454829499274; 0.00454838155346; 0.00450946406537; 0.00445433674161; 0.00463894233643
0.00484079774013; 0.00454829360209; 0.00454838037621; 0.00450952330071; 0.00445432098522; 0.00463894187272
0.00484058506112; 0.00454829222283; 0.00454837920856; 0.00450958260685; 0.00445430536781; 0.00463894141311
0.00484037182606; 0.00454829085483; 0.0045483780504; 0.00450964198285; 0.00445428988929; 0.00463894095757
0.00484015803645; 0.00454828949796; 0.0045483769016; 0.0045097014278; 0.00445427454955; 0.00463894050603
0.00483994369383; 0.00454828815207; 0.00454837576206; 0.00450976094078; 0.00445425934849; 0.00463894005845
0.00483972879971; 0.00454828681704; 0.00454837463167; 0.00450982052087; 0.00445424428598; 0.00463893961478
0.00483951335565; 0.00454828549274; 0.00454837351031; 0.00450988016714; 0.0044542293619; 0.00463893917499
0.00483929736322; 0.00454828417905; 0.00454837239787; 0.00450993987866; 0.00445421457609; 0.00463893873901
0.004839080824; 0.00454828287583; 0.00454837129427; 0.0045099996545; 0.00445419992842; 0.00463893830682
0.00483886373959; 0.00454828158299; 0.00454837019939; 0.00451005949374; 0.00445418541872; 0.00463893787836
0.0048386461116; 0.00454828030039; 0.00454836911315; 0.00451011939542; 0.00445417104681; 0.00463893745359
0.00483842794167; 0.00454827902793; 0.00454836803545; 0.00451017935863; 0.00445415681251; 0.00463893703248
0.00483820923145; 0.00454827776551; 0.0045483669662; 0.00451023938241; 0.00445414271562; 0.00463893661499
0.00483798998261; 0.00454827651303; 0.00454836590532; 0.00451029946582; 0.00445412875593; 0.00463893620108
0.00483777019684; 0.00454827527038; 0.00454836485273; 0.00451035960792; 0.00445411493323; 0.00463893579072
0.00483754987585; 0.00454827403748; 0.00454836380835; 0.00451041980775; 0.00445410124728; 0.00463893538388
0.00483732902137; 0.00454827281424; 0.00454836277213; 0.00451048006437; 0.00445408769784; 0.00463893498052
0.00483710763516; 0.00454827160058; 0.00454836174398; 0.00451054037681; 0.00445407428466; 0.00463893458061
0.00483688571899; 0.00454827039644; 0.00454836072387; 0.00451060074412; 0.00445406100746; 0.00463893418414
0.00483666327464; 0.00454826920173; 0.00454835971172; 0.00451066116532; 0.00445404786596; 0.00463893379107
0.00483644030394; 0.00454826801641; 0.00454835870749; 0.00451072163947; 0.00445403485988; 0.00463893340139
0.00483621680873; 0.00454826684041; 0.00454835771114; 0.00451078216557; 0.00445402198891; 0.00463893301508
0.00483599279086; 0.00454826567369; 0.00454835672264; 0.00451084274267; 0.00445400925273; 0.00463893263211
0.00483576825222; 0.00454826451621; 0.00454835574195; 0.00451090336977; 0.00445399665102; 0.00463893225247
0.00483554319473; 0.00454826336792; 0.00454835476905; 0.0045109640459; 0.00445398418342; 0.00463893187616
0.00483531762031; 0.00454826222882; 0.00454835380392; 0.00451102477006; 0.00445397184958; 0.00463893150316
0.00483509153091; 0.00454826109887; 0.00454835284654; 0.00451108554128; 0.00445395964914; 0.00463893113346
0.00483486492853; 0.00454825997806; 0.00454835189693; 0.00451114635854; 0.00445394758171; 0.00463893076706
0.00483463781517; 0.0045482588664; 0.00454835095506; 0.00451120722086; 0.00445393564689; 0.00463893040396
0.00483441019286; 0.00454825776388; 0.00454835002097; 0.00451126812723; 0.00445392384429; 0.00463893004416
